id,title,year,categories,abstract,pdf_url,download_status,matched_terms,match_score
2301.07348v1,Positional and Rotational Molecular Degrees of Freedom in a Metal-Organic Surface Alloy: the Copper-Fullerene System and its Multiple Structural Phases,2023,cond-mat.mtrl-sci,"mixing two chemical elements at the surface of a substrate is known to
produce rich phase diagrams of surface alloys. here, we extend the concept of
surface alloying to the case where the two constitu...",http://arxiv.org/pdf/2301.07348v1,Downloaded (6838.89 KB),"cu, copper",25
1308.4467v1,Chemically gated electronic structure of a superconducting doped topological insulator system,2013,"cond-mat.supr-con, cond-mat.mes-hall","angle resolved photoemission spectroscopy is used to observe changes in the
electronic structure of bulk-doped topological insulator cu$_x$bi$_2$se$_3$ as
additional copper atoms are deposited onto th...",http://arxiv.org/pdf/1308.4467v1,Downloaded (869.81 KB),"cu, copper",25
1112.1894v1,With no Color and Scent (part II): Metal and Alloy Microstructures-Handmade Replicas of Natural Objects,2011,"cond-mat.mtrl-sci, cond-mat.mes-hall","as a continuation of work on metal and alloy ""plants"" synthesis on porous
membranes by means of pulsed current electroplating volume metallic
microstructures resembling such natural objects as shells,...",http://arxiv.org/pdf/1112.1894v1,Downloaded (1345.33 KB),"cu, electroplating",25
2006.06667v1,Synthesis of large-area rhombohedral few-layer graphene by chemical vapor deposition on copper,2020,cond-mat.mtrl-sci,"rhombohedral-stacked few-layer graphene (flg) has been receiving an
ever-increasing attention owing to its peculiar electronic properties that
could lead to enticing phenomena such as superconductivit...",http://arxiv.org/pdf/2006.06667v1,Downloaded (4352.98 KB),"deposition, cu, copper",38
1012.0701v1,Large Scale Synthesis of Bi-layer Graphene in Strongly Coupled Stacking Order,2010,cond-mat.mtrl-sci,"large scale synthesis of single layer graphene (slg) by chemical vapor
deposition (cvd) has received a lot of attention recently. however, cvd
synthesis of ab stacked bi-layer graphene (blg) is still ...",http://arxiv.org/pdf/1012.0701v1,Downloaded (927.48 KB),"deposition, cu, copper",38
1811.01029v3,Quantifying Inactive Lithium in Lithium Metal Batteries,2018,cond-mat.mtrl-sci,"inactive lithium (li) formation is the immediate cause of capacity loss and
catastrophic failure of li metal batteries. however, the chemical component and
the atomic level structure of inactive li ha...",http://arxiv.org/pdf/1811.01029v3,Downloaded (953.91 KB),"deposition, cu, lithium",38
1709.02918v1,Three-Dimensional Solid-State Lithium-Ion Batteries Fabricated Via Conformal Vapor-Phase Chemistry,2017,"physics.chem-ph, physics.app-ph","thin film solid state lithium-based batteries (tssbs) are increasingly
attractive for their intrinsic safety due to the use of a nonflammable solid
electrolyte, cycling stability, and ability to be ea...",http://arxiv.org/pdf/1709.02918v1,Downloaded (5176.52 KB),"deposition, cu, battery, lithium",50
2003.08294v1,Functionalized MXenes as Effective Polyselenides Immobilizer for Lithium-Selenium Batteries: A Density Functional Theory (DFT) Study,2020,cond-mat.mtrl-sci,"the practical applications of lithium selenium (li-se) batteries are impeded
primarily due to the dissolution and migration of higher order polyselenides
(li2sen) into the electrolyte (known as shuttl...",http://arxiv.org/pdf/2003.08294v1,Downloaded (2424.71 KB),"deposition, cu, battery, lithium",50
2212.11678v1,"Nanostructuring Strategies for Silicon-based Anodes in Lithium-ion Batteries: Tuning Areal Silicon Loading, SEI Formation/Irreversible Capacity Loss, Rate Capability Retention and Electrode Durability",2022,"cond-mat.mtrl-sci, physics.chem-ph","silicon is one of the most promising anode materials for lithium-ion
batteries. silicon endures volume changes upon cycling, which leads to
subsequent pulverization and capacity fading. these drawback...",http://arxiv.org/pdf/2212.11678v1,Downloaded (2565.38 KB),"deposition, cu, lithium",38
1501.06189v1,Effect of Stacking Fault Energy on Mechanism of Plastic Deformation in Nanotwinned FCC Metals,2015,cond-mat.mtrl-sci,"starting from a semi-empirical potential designed for cu, we developed a
series of potentials that provide essentially constant values of all
significant (calculated) materials properties except for t...",http://arxiv.org/pdf/1501.06189v1,Downloaded (1097.23 KB),"nanotwinned, cu",25
1710.00102v1,Spatial Heterogeneities and Onset of Passivation Breakdown at Lithium Anode Interfaces,2017,cond-mat.mtrl-sci,"effective passivation of lithium metal surfaces, and prevention of
battery-shorting lithium dendrite growth, are critical for implementing
lithium-metal-anodes for batteries with increased power densi...",http://arxiv.org/pdf/1710.00102v1,Downloaded (1131.68 KB),"cu, battery, lithium",38
2501.10954v5,Interactive Multiscale Modeling to Bridge Atomic Properties and Electrochemical Performance in Li-CO$_2$ Battery Design,2025,cond-mat.mtrl-sci,"li-co$_2$ batteries show promise as energy storage solutions, offering high
theoretical energy density and co$_2$ fixation. their operation is based on the
formation and decomposition of li$_2$co$_3$/...",http://arxiv.org/pdf/2501.10954v5,Downloaded (7384.44 KB),"deposition, cu, battery, lithium",50
0807.2974v3,Electroplating of conformal electrodes for vacuum nanogap tunnel junction,2008,cond-mat.mes-hall,"in this study, we electroplate cu electrode on si substrate to realize a
large-area vacuum nanogap for electron tunneling. we used cathode coating,
cathode rotation, asymmetric current regime, and ele...",http://arxiv.org/pdf/0807.2974v3,Downloaded (763.23 KB),"cu, electroplating",25
1507.06613v1,Effect of high oxygen pressure annealing on superconducting Nd1.85Ce0.15CuO4 thin films by pulsed laser deposition from Cu-enriched targets,2015,"cond-mat.supr-con, cond-mat.mtrl-sci","we show that the quality of nd1.85ce0.15cuo4 films grown by pulsed laser
deposition can be enhanced by using a non-stoichiometric target with extra
copper added to suppress the formation of a parasiti...",http://arxiv.org/pdf/1507.06613v1,Downloaded (918.45 KB),"deposition, cu, copper",38
1101.1753v2,Reduction of magnetostatic interactions in self-organized arrays of nickel nanowires using atomic layer deposition,2011,cond-mat.mtrl-sci,"ordered arrays of magnetic nanowires are commonly synthesized by
electrodeposition in nanoporous alumina templates. due to their dense packing,
strong magnetostatic interactions prevent the manipulati...",http://arxiv.org/pdf/1101.1753v2,Downloaded (510.25 KB),"deposition, electrodeposition",25
1201.4069v1,First-principles studies of the effects of impurities on the ionic and electronic conduction in LiFePO$_{4}$,2012,cond-mat.mtrl-sci,"olivine-type lifepo$_{4}$ is widely considered as a candidate for li-ion
battery electrodes, yet its applicability in the pristine state is limited due
to poor ionic and electronic conduction. doping ...",http://arxiv.org/pdf/1201.4069v1,Downloaded (1440.52 KB),"cu, battery, lithium",38
2012.06854v1,Limiting Regimes for Electron-Beam Induced Deposition of Copper from Aqueous Solutions Containing Surfactants,2020,physics.app-ph,"focused electron beam induced deposition of pure materials from aqueous
solutions has been of interest in recent years. however, controlling the liquid
film in partial vacuum is challenging. here we m...",http://arxiv.org/pdf/2012.06854v1,Downloaded (1476.87 KB),"deposition, cu, copper",38
2109.00083v1,Electrodeposited WS$_2$ Monolayers on Fabricated Graphene Electrodes,2021,"physics.app-ph, cond-mat.mtrl-sci","the development of scalable techniques to make 2d material heterostructures
is a major obstacle that needs to be overcome before these materials can be
implemented in device technologies industrially....",http://arxiv.org/pdf/2109.00083v1,Downloaded (789.35 KB),"deposition, cu, electrodeposition",38
1112.2145v1,Anomaly of Film Porosity Dependence on Deposition Rate,2011,cond-mat.mtrl-sci,"this letter reports an anomaly of film porosity dependence on deposition rate
during physical vapor deposition - the porosity increases as deposition rate
decreases. using glancing angle deposition of...",http://arxiv.org/pdf/1112.2145v1,Downloaded (437.96 KB),"deposition, cu",25
0305253v1,Studies on Fabrication of Ag/HgBaCaCuO/CdSe Heterostructures by Pulse-Electrodeposition Route,2003,"cond-mat.supr-con, cond-mat.mes-hall","metal/superconductor/semiconductor (ag/hgbacacuo/cdse) heterostructures have
been successfully fabricated using pulse-electrodeposition technique. the
electrochemical parameters are optimized and diff...",http://arxiv.org/pdf/cond-mat/0305253v1,Downloaded (164.78 KB),"deposition, cu, electrodeposition",38
2407.14946v1,Microstructure-Dependent Particulate Filtration using Multifunctional Metallic Nanowire Foams,2024,"physics.app-ph, cond-mat.mes-hall","the covid-19 pandemic has shown the urgent need for the development of
efficient, durable, reusable and recyclable filtration media for the
deep-submicron size range. here we demonstrate a multifuncti...",http://arxiv.org/pdf/2407.14946v1,Downloaded (2601.38 KB),"deposition, cu, electrodeposition",38
2504.11861v1,Visualization Analysis and Impedance Analysis for the Aging Behavior Assessment of 18650 Cells,2025,"cond-mat.mtrl-sci, physics.app-ph","this work presents a comprehensive study on the aging behavior of 18650-type
lithium-ion batteries, focusing on the uneven intercalation of lithium ions
during fast charging processes. it introduces a...",http://arxiv.org/pdf/2504.11861v1,Downloaded (2956.46 KB),"cu, battery, lithium",38
2401.01434v1,Operando Plasma-XPS for Process Monitoring: Hydrogenation of Copper Oxide Confined Under h-BN Case Study,2024,cond-mat.mtrl-sci,"we demonstrate that ambient pressure x-ray photoelectron spectroscopy (apxps)
can be used for in situ studies of dynamic changes in surface chemistry in a
plasma environment. hexagonal boron nitride (...",http://arxiv.org/pdf/2401.01434v1,Downloaded (681.76 KB),"deposition, cu, copper",38
1910.02118v2,Stack Pressure Considerations for Room Temperature All-Solid-State Lithium Metal Batteries,2019,"physics.app-ph, cond-mat.mtrl-sci","all-solid-state batteries are expected to enable batteries with high energy
density with the use of lithium metal anodes. although solid electrolytes are
believed to be mechanically strong enough to p...",http://arxiv.org/pdf/1910.02118v2,Downloaded (2020.66 KB),"cu, lithium",25
1104.4715v1,Towards wafer scale fabrication of graphene based spin valve devices,2011,cond-mat.mes-hall,"we demonstrate injection, transport and detection of spins in spin valve
arrays patterned in both copper based chemical vapor deposition (cu-cvd)
synthesized wafer scale single layer (slg) and bilayer...",http://arxiv.org/pdf/1104.4715v1,Downloaded (3779.19 KB),"deposition, cu, copper",38
1608.07007v1,Resistive Switching in Aqueous Nanopores by Shock Electrodeposition,2016,physics.chem-ph,"solid-state programmable metallization cells have attracted considerable
attention as memristive elements for redox-based resistive random access memory
(reram) for low-power and low-voltage applicati...",http://arxiv.org/pdf/1608.07007v1,Downloaded (852.73 KB),"deposition, copper, electrodeposition",38
1808.09838v1,Synthesizing Cu-Sn nanowires alloy in highly-ordered Aluminum Oxide templates by using electrodeposition method,2018,"physics.app-ph, cond-mat.mtrl-sci","in this research a novel and simple electrochemical method is developed in
order to facilitate the large-scale production of nanowires. the proposed
electrochemical technique shows versatile controlla...",http://arxiv.org/pdf/1808.09838v1,Downloaded (5333.76 KB),"deposition, cu, electrodeposition",38
2502.18938v1,Influence of Chemistry and Topography on the Wettability of Copper,2025,"cond-mat.mtrl-sci, physics.chem-ph","to understand the complex interplay of topography and surface chemistry in
wetting, fundamental studies investigating both parameters are needed. due to
the sensitivity of wetting to miniscule changes...",http://arxiv.org/pdf/2502.18938v1,Downloaded (835.88 KB),"deposition, cu, copper",38
